epi_week,state,loc,loc_type,disease,cases,incidence_per_100000
195602,WA,WASHINGTON,STATE,MEASLES,119,4.46
195603,WA,WASHINGTON,STATE,MEASLES,159,5.96
195604,WA,WASHINGTON,STATE,MEASLES,185,6.93
195605,WA,WASHINGTON,STATE,MEASLES,240,9
195606,WA,WASHINGTON,STATE,MEASLES,145,5.43
195607,WA,WASHINGTON,STATE,MEASLES,322,12.07
195608,WA,WASHINGTON,STATE,MEASLES,307,11.51
195609,WA,WASHINGTON,STATE,MEASLES,464,17.39
195610,WA,WASHINGTON,STATE,MEASLES,404,15.14
195611,WA,WASHINGTON,STATE,MEASLES,569,21.33
195612,WA,WASHINGTON,STATE,MEASLES,512,19.19
195613,WA,WASHINGTON,STATE,MEASLES,468,17.54
195614,WA,WASHINGTON,STATE,MEASLES,320,11.99
195615,WA,WASHINGTON,STATE,MEASLES,508,19.04
195616,WA,WASHINGTON,STATE,MEASLES,467,17.5
195617,WA,WASHINGTON,STATE,MEASLES,519,19.45
195618,WA,WASHINGTON,STATE,MEASLES,387,14.51
195619,WA,WASHINGTON,STATE,MEASLES,650,24.36
195620,WA,WASHINGTON,STATE,MEASLES,633,23.73
195621,WA,WASHINGTON,STATE,MEASLES,582,21.81
195622,WA,WASHINGTON,STATE,MEASLES,649,24.33
195623,WA,WASHINGTON,STATE,MEASLES,537,20.13
195624,WA,WASHINGTON,STATE,MEASLES,577,21.63
195625,WA,WASHINGTON,STATE,MEASLES,523,19.6
195626,WA,WASHINGTON,STATE,MEASLES,171,6.41
195627,WA,WASHINGTON,STATE,MEASLES,149,5.58
195628,WA,WASHINGTON,STATE,MEASLES,153,5.73
195629,WA,WASHINGTON,STATE,MEASLES,121,4.54
195630,WA,WASHINGTON,STATE,MEASLES,68,2.55
195631,WA,WASHINGTON,STATE,MEASLES,86,3.22
195632,WA,WASHINGTON,STATE,MEASLES,35,1.31
195633,WA,WASHINGTON,STATE,MEASLES,50,1.87
195634,WA,WASHINGTON,STATE,MEASLES,39,1.46
195635,WA,WASHINGTON,STATE,MEASLES,12,0.45
195636,WA,WASHINGTON,STATE,MEASLES,22,0.82
195637,WA,WASHINGTON,STATE,MEASLES,34,1.27
195639,WA,WASHINGTON,STATE,MEASLES,22,0.82
195640,WA,WASHINGTON,STATE,MEASLES,36,1.35
195641,WA,WASHINGTON,STATE,MEASLES,27,1.01
195642,WA,WASHINGTON,STATE,MEASLES,59,2.21
195643,WA,WASHINGTON,STATE,MEASLES,40,1.5
195644,WA,WASHINGTON,STATE,MEASLES,116,4.35
195645,WA,WASHINGTON,STATE,MEASLES,98,3.67
195646,WA,WASHINGTON,STATE,MEASLES,127,4.76
195647,WA,WASHINGTON,STATE,MEASLES,65,2.44
195648,WA,WASHINGTON,STATE,MEASLES,211,7.91
195649,WA,WASHINGTON,STATE,MEASLES,181,6.78
195650,WA,WASHINGTON,STATE,MEASLES,193,7.23
195651,WA,WASHINGTON,STATE,MEASLES,145,5.43
195652,WA,WASHINGTON,STATE,MEASLES,239,8.96
195701,WA,WASHINGTON,STATE,MEASLES,217,7.97
195702,WA,WASHINGTON,STATE,MEASLES,413,15.16
195703,WA,WASHINGTON,STATE,MEASLES,343,12.59
195704,WA,WASHINGTON,STATE,MEASLES,397,14.57
195705,WA,WASHINGTON,STATE,MEASLES,446,16.37
195706,WA,WASHINGTON,STATE,MEASLES,309,11.34
195707,WA,WASHINGTON,STATE,MEASLES,452,16.59
195708,WA,WASHINGTON,STATE,MEASLES,576,21.15
195709,WA,WASHINGTON,STATE,MEASLES,807,29.63
195710,WA,WASHINGTON,STATE,MEASLES,702,25.77
195711,WA,WASHINGTON,STATE,MEASLES,694,25.48
195712,WA,WASHINGTON,STATE,MEASLES,662,24.3
195713,WA,WASHINGTON,STATE,MEASLES,678,24.89
195714,WA,WASHINGTON,STATE,MEASLES,960,35.24
195715,WA,WASHINGTON,STATE,MEASLES,616,22.61
195716,WA,WASHINGTON,STATE,MEASLES,811,29.77
195717,WA,WASHINGTON,STATE,MEASLES,457,16.78
195718,WA,WASHINGTON,STATE,MEASLES,1004,36.86
195720,WA,WASHINGTON,STATE,MEASLES,1006,36.93
195721,WA,WASHINGTON,STATE,MEASLES,706,25.92
195722,WA,WASHINGTON,STATE,MEASLES,872,32.01
195723,WA,WASHINGTON,STATE,MEASLES,481,17.66
195724,WA,WASHINGTON,STATE,MEASLES,618,22.69
195725,WA,WASHINGTON,STATE,MEASLES,300,11.01
195726,WA,WASHINGTON,STATE,MEASLES,185,6.79
195727,WA,WASHINGTON,STATE,MEASLES,109,4
195728,WA,WASHINGTON,STATE,MEASLES,174,6.39
195729,WA,WASHINGTON,STATE,MEASLES,74,2.72
195730,WA,WASHINGTON,STATE,MEASLES,83,3.05
195731,WA,WASHINGTON,STATE,MEASLES,66,2.42
195732,WA,WASHINGTON,STATE,MEASLES,50,1.84
195733,WA,WASHINGTON,STATE,MEASLES,18,0.66
195734,WA,WASHINGTON,STATE,MEASLES,43,1.58
195735,WA,WASHINGTON,STATE,MEASLES,6,0.22
195736,WA,WASHINGTON,STATE,MEASLES,28,1.03
195737,WA,WASHINGTON,STATE,MEASLES,82,3.01
195738,WA,WASHINGTON,STATE,MEASLES,24,0.88
195739,WA,WASHINGTON,STATE,MEASLES,26,0.95
195740,WA,WASHINGTON,STATE,MEASLES,56,2.06
195741,WA,WASHINGTON,STATE,MEASLES,57,2.09
195742,WA,WASHINGTON,STATE,MEASLES,71,2.61
195743,WA,WASHINGTON,STATE,MEASLES,76,2.79
195744,WA,WASHINGTON,STATE,MEASLES,144,5.29
195745,WA,WASHINGTON,STATE,MEASLES,115,4.22
195746,WA,WASHINGTON,STATE,MEASLES,148,5.43
195747,WA,WASHINGTON,STATE,MEASLES,40,1.47
195748,WA,WASHINGTON,STATE,MEASLES,83,3.05
195749,WA,WASHINGTON,STATE,MEASLES,128,4.7
195750,WA,WASHINGTON,STATE,MEASLES,137,5.03
195751,WA,WASHINGTON,STATE,MEASLES,129,4.74
195752,WA,WASHINGTON,STATE,MEASLES,56,2.06
195801,WA,WASHINGTON,STATE,MEASLES,100,3.61
195802,WA,WASHINGTON,STATE,MEASLES,149,5.37
195803,WA,WASHINGTON,STATE,MEASLES,187,6.74
195804,WA,WASHINGTON,STATE,MEASLES,149,5.37
195805,WA,WASHINGTON,STATE,MEASLES,338,12.19
195806,WA,WASHINGTON,STATE,MEASLES,200,7.21
195807,WA,WASHINGTON,STATE,MEASLES,273,9.84
195808,WA,WASHINGTON,STATE,MEASLES,360,12.98
195810,WA,WASHINGTON,STATE,MEASLES,622,22.43
195811,WA,WASHINGTON,STATE,MEASLES,476,17.17
195812,WA,WASHINGTON,STATE,MEASLES,494,17.81
195813,WA,WASHINGTON,STATE,MEASLES,474,17.09
195814,WA,WASHINGTON,STATE,MEASLES,576,20.77
195815,WA,WASHINGTON,STATE,MEASLES,413,14.89
195816,WA,WASHINGTON,STATE,MEASLES,571,20.59
195817,WA,WASHINGTON,STATE,MEASLES,492,17.74
195818,WA,WASHINGTON,STATE,MEASLES,435,15.69
195819,WA,WASHINGTON,STATE,MEASLES,494,17.81
195820,WA,WASHINGTON,STATE,MEASLES,603,21.75
195821,WA,WASHINGTON,STATE,MEASLES,482,17.38
195822,WA,WASHINGTON,STATE,MEASLES,486,17.53
195823,WA,WASHINGTON,STATE,MEASLES,354,12.77
195824,WA,WASHINGTON,STATE,MEASLES,413,14.89
195825,WA,WASHINGTON,STATE,MEASLES,158,5.7
195826,WA,WASHINGTON,STATE,MEASLES,114,4.11
195827,WA,WASHINGTON,STATE,MEASLES,74,2.67
195828,WA,WASHINGTON,STATE,MEASLES,56,2.02
195829,WA,WASHINGTON,STATE,MEASLES,61,2.2
195830,WA,WASHINGTON,STATE,MEASLES,39,1.41
195831,WA,WASHINGTON,STATE,MEASLES,59,2.13
195832,WA,WASHINGTON,STATE,MEASLES,48,1.73
195833,WA,WASHINGTON,STATE,MEASLES,36,1.3
195834,WA,WASHINGTON,STATE,MEASLES,42,1.51
195835,WA,WASHINGTON,STATE,MEASLES,16,0.58
195836,WA,WASHINGTON,STATE,MEASLES,22,0.79
195837,WA,WASHINGTON,STATE,MEASLES,30,1.08
195838,WA,WASHINGTON,STATE,MEASLES,30,1.08
195839,WA,WASHINGTON,STATE,MEASLES,31,1.12
195840,WA,WASHINGTON,STATE,MEASLES,33,1.19
195841,WA,WASHINGTON,STATE,MEASLES,22,0.79
195842,WA,WASHINGTON,STATE,MEASLES,54,1.95
195843,WA,WASHINGTON,STATE,MEASLES,32,1.15
195845,WA,WASHINGTON,STATE,MEASLES,61,2.2
195846,WA,WASHINGTON,STATE,MEASLES,64,2.31
195847,WA,WASHINGTON,STATE,MEASLES,76,2.74
195848,WA,WASHINGTON,STATE,MEASLES,54,1.95
195849,WA,WASHINGTON,STATE,MEASLES,67,2.42
195850,WA,WASHINGTON,STATE,MEASLES,98,3.53
195851,WA,WASHINGTON,STATE,MEASLES,136,4.9
195901,WA,WASHINGTON,STATE,MEASLES,162,5.74
195902,WA,WASHINGTON,STATE,MEASLES,265,9.39
195903,WA,WASHINGTON,STATE,MEASLES,239,8.47
195904,WA,WASHINGTON,STATE,MEASLES,352,12.48
195905,WA,WASHINGTON,STATE,MEASLES,393,13.93
195906,WA,WASHINGTON,STATE,MEASLES,406,14.39
195907,WA,WASHINGTON,STATE,MEASLES,326,11.56
195908,WA,WASHINGTON,STATE,MEASLES,757,26.83
195909,WA,WASHINGTON,STATE,MEASLES,985,34.92
195910,WA,WASHINGTON,STATE,MEASLES,614,21.77
195911,WA,WASHINGTON,STATE,MEASLES,763,27.05
195912,WA,WASHINGTON,STATE,MEASLES,547,19.39
195913,WA,WASHINGTON,STATE,MEASLES,343,12.16
195914,WA,WASHINGTON,STATE,MEASLES,784,27.79
195915,WA,WASHINGTON,STATE,MEASLES,555,19.67
195917,WA,WASHINGTON,STATE,MEASLES,779,27.61
195918,WA,WASHINGTON,STATE,MEASLES,473,16.77
195919,WA,WASHINGTON,STATE,MEASLES,855,30.31
195920,WA,WASHINGTON,STATE,MEASLES,679,24.07
195921,WA,WASHINGTON,STATE,MEASLES,314,11.13
195922,WA,WASHINGTON,STATE,MEASLES,475,16.84
195923,WA,WASHINGTON,STATE,MEASLES,351,12.44
195924,WA,WASHINGTON,STATE,MEASLES,270,9.57
195925,WA,WASHINGTON,STATE,MEASLES,140,4.96
195926,WA,WASHINGTON,STATE,MEASLES,88,3.12
195927,WA,WASHINGTON,STATE,MEASLES,80,2.84
195928,WA,WASHINGTON,STATE,MEASLES,64,2.27
195929,WA,WASHINGTON,STATE,MEASLES,36,1.28
195930,WA,WASHINGTON,STATE,MEASLES,34,1.21
195931,WA,WASHINGTON,STATE,MEASLES,21,0.74
195933,WA,WASHINGTON,STATE,MEASLES,7,0.25
195934,WA,WASHINGTON,STATE,MEASLES,16,0.57
195936,WA,WASHINGTON,STATE,MEASLES,10,0.35
195937,WA,WASHINGTON,STATE,MEASLES,22,0.78
195938,WA,WASHINGTON,STATE,MEASLES,40,1.42
195939,WA,WASHINGTON,STATE,MEASLES,43,1.52
195940,WA,WASHINGTON,STATE,MEASLES,42,1.49
195941,WA,WASHINGTON,STATE,MEASLES,77,2.73
195942,WA,WASHINGTON,STATE,MEASLES,145,5.14
195943,WA,WASHINGTON,STATE,MEASLES,78,2.76
195944,WA,WASHINGTON,STATE,MEASLES,142,5.03
195945,WA,WASHINGTON,STATE,MEASLES,350,12.41
195946,WA,WASHINGTON,STATE,MEASLES,301,10.67
195947,WA,WASHINGTON,STATE,MEASLES,118,4.18
195948,WA,WASHINGTON,STATE,MEASLES,213,7.55
195949,WA,WASHINGTON,STATE,MEASLES,361,12.8
195950,WA,WASHINGTON,STATE,MEASLES,188,6.66
195951,WA,WASHINGTON,STATE,MEASLES,154,5.46
196001,WA,WASHINGTON,STATE,MEASLES,270,9.46
196002,WA,WASHINGTON,STATE,MEASLES,194,6.8
196003,WA,WASHINGTON,STATE,MEASLES,381,13.35
196004,WA,WASHINGTON,STATE,MEASLES,367,12.85
196005,WA,WASHINGTON,STATE,MEASLES,384,13.45
196006,WA,WASHINGTON,STATE,MEASLES,409,14.33
196007,WA,WASHINGTON,STATE,MEASLES,399,13.98
196008,WA,WASHINGTON,STATE,MEASLES,563,19.72
196009,WA,WASHINGTON,STATE,MEASLES,782,27.39
196010,WA,WASHINGTON,STATE,MEASLES,491,17.2
196011,WA,WASHINGTON,STATE,MEASLES,809,28.34
196012,WA,WASHINGTON,STATE,MEASLES,639,22.38
196013,WA,WASHINGTON,STATE,MEASLES,454,15.9
196014,WA,WASHINGTON,STATE,MEASLES,575,20.14
196015,WA,WASHINGTON,STATE,MEASLES,452,15.83
196016,WA,WASHINGTON,STATE,MEASLES,479,16.78
196017,WA,WASHINGTON,STATE,MEASLES,543,19.02
196018,WA,WASHINGTON,STATE,MEASLES,740,25.92
196019,WA,WASHINGTON,STATE,MEASLES,428,14.99
196020,WA,WASHINGTON,STATE,MEASLES,573,20.07
196021,WA,WASHINGTON,STATE,MEASLES,184,6.44
196022,WA,WASHINGTON,STATE,MEASLES,520,18.21
196023,WA,WASHINGTON,STATE,MEASLES,433,15.17
196024,WA,WASHINGTON,STATE,MEASLES,345,12.08
196025,WA,WASHINGTON,STATE,MEASLES,92,3.22
196026,WA,WASHINGTON,STATE,MEASLES,54,1.89
196027,WA,WASHINGTON,STATE,MEASLES,59,2.07
196028,WA,WASHINGTON,STATE,MEASLES,44,1.54
196029,WA,WASHINGTON,STATE,MEASLES,31,1.09
196031,WA,WASHINGTON,STATE,MEASLES,5,0.18
196033,WA,WASHINGTON,STATE,MEASLES,16,0.56
196034,WA,WASHINGTON,STATE,MEASLES,7,0.25
196035,WA,WASHINGTON,STATE,MEASLES,11,0.39
196036,WA,WASHINGTON,STATE,MEASLES,2,0.07
196037,WA,WASHINGTON,STATE,MEASLES,17,0.6
196038,WA,WASHINGTON,STATE,MEASLES,27,0.95
196039,WA,WASHINGTON,STATE,MEASLES,24,0.84
196040,WA,WASHINGTON,STATE,MEASLES,39,1.37
196041,WA,WASHINGTON,STATE,MEASLES,57,2
196042,WA,WASHINGTON,STATE,MEASLES,57,2
196043,WA,WASHINGTON,STATE,MEASLES,124,4.34
196045,WA,WASHINGTON,STATE,MEASLES,44,1.54
196046,WA,WASHINGTON,STATE,MEASLES,84,2.94
196047,WA,WASHINGTON,STATE,MEASLES,63,2.21
196048,WA,WASHINGTON,STATE,MEASLES,84,2.94
196049,WA,WASHINGTON,STATE,MEASLES,131,4.59
196050,WA,WASHINGTON,STATE,MEASLES,405,14.19
196051,WA,WASHINGTON,STATE,MEASLES,91,3.19
196052,WA,WASHINGTON,STATE,MEASLES,41,1.44
196101,WA,WASHINGTON,STATE,MEASLES,68,2.36
196102,WA,WASHINGTON,STATE,MEASLES,200,6.94
196103,WA,WASHINGTON,STATE,MEASLES,133,4.61
196104,WA,WASHINGTON,STATE,MEASLES,184,6.38
196105,WA,WASHINGTON,STATE,MEASLES,226,7.84
196106,WA,WASHINGTON,STATE,MEASLES,162,5.62
196107,WA,WASHINGTON,STATE,MEASLES,269,9.33
196108,WA,WASHINGTON,STATE,MEASLES,251,8.71
196109,WA,WASHINGTON,STATE,MEASLES,315,10.93
196110,WA,WASHINGTON,STATE,MEASLES,244,8.47
196111,WA,WASHINGTON,STATE,MEASLES,223,7.74
196112,WA,WASHINGTON,STATE,MEASLES,250,8.67
196113,WA,WASHINGTON,STATE,MEASLES,317,11
196114,WA,WASHINGTON,STATE,MEASLES,207,7.18
196116,WA,WASHINGTON,STATE,MEASLES,265,9.2
196117,WA,WASHINGTON,STATE,MEASLES,337,11.69
196118,WA,WASHINGTON,STATE,MEASLES,311,10.79
196119,WA,WASHINGTON,STATE,MEASLES,290,10.06
196120,WA,WASHINGTON,STATE,MEASLES,420,14.57
196121,WA,WASHINGTON,STATE,MEASLES,269,9.33
196122,WA,WASHINGTON,STATE,MEASLES,453,15.72
196123,WA,WASHINGTON,STATE,MEASLES,213,7.39
196124,WA,WASHINGTON,STATE,MEASLES,260,9.02
196125,WA,WASHINGTON,STATE,MEASLES,104,3.61
196126,WA,WASHINGTON,STATE,MEASLES,62,2.15
196127,WA,WASHINGTON,STATE,MEASLES,35,1.21
196128,WA,WASHINGTON,STATE,MEASLES,39,1.35
196129,WA,WASHINGTON,STATE,MEASLES,27,0.94
196130,WA,WASHINGTON,STATE,MEASLES,29,1.01
196131,WA,WASHINGTON,STATE,MEASLES,24,0.83
196132,WA,WASHINGTON,STATE,MEASLES,12,0.42
196133,WA,WASHINGTON,STATE,MEASLES,26,0.9
196134,WA,WASHINGTON,STATE,MEASLES,8,0.28
196135,WA,WASHINGTON,STATE,MEASLES,8,0.28
196136,WA,WASHINGTON,STATE,MEASLES,12,0.42
196137,WA,WASHINGTON,STATE,MEASLES,7,0.24
196138,WA,WASHINGTON,STATE,MEASLES,13,0.45
196139,WA,WASHINGTON,STATE,MEASLES,21,0.73
196140,WA,WASHINGTON,STATE,MEASLES,24,0.83
196141,WA,WASHINGTON,STATE,MEASLES,49,1.7
196142,WA,WASHINGTON,STATE,MEASLES,118,4.09
196143,WA,WASHINGTON,STATE,MEASLES,152,5.27
196144,WA,WASHINGTON,STATE,MEASLES,115,3.99
196145,WA,WASHINGTON,STATE,MEASLES,228,7.91
196146,WA,WASHINGTON,STATE,MEASLES,202,7.01
196147,WA,WASHINGTON,STATE,MEASLES,213,7.39
196148,WA,WASHINGTON,STATE,MEASLES,334,11.59
196149,WA,WASHINGTON,STATE,MEASLES,209,7.25
196150,WA,WASHINGTON,STATE,MEASLES,281,9.75
196151,WA,WASHINGTON,STATE,MEASLES,328,11.38
196152,WA,WASHINGTON,STATE,MEASLES,138,4.79
196201,WA,WASHINGTON,STATE,MEASLES,215,7.31
196202,WA,WASHINGTON,STATE,MEASLES,303,10.3
196204,WA,WASHINGTON,STATE,MEASLES,1176,39.97
196205,WA,WASHINGTON,STATE,MEASLES,635,21.58
196206,WA,WASHINGTON,STATE,MEASLES,410,13.94
196207,WA,WASHINGTON,STATE,MEASLES,662,22.5
196208,WA,WASHINGTON,STATE,MEASLES,469,15.94
196209,WA,WASHINGTON,STATE,MEASLES,977,33.21
196210,WA,WASHINGTON,STATE,MEASLES,741,25.19
196211,WA,WASHINGTON,STATE,MEASLES,1188,40.38
196212,WA,WASHINGTON,STATE,MEASLES,931,31.65
196213,WA,WASHINGTON,STATE,MEASLES,1321,44.9
196214,WA,WASHINGTON,STATE,MEASLES,1216,41.33
196215,WA,WASHINGTON,STATE,MEASLES,892,30.32
196216,WA,WASHINGTON,STATE,MEASLES,895,30.42
196217,WA,WASHINGTON,STATE,MEASLES,693,23.56
196218,WA,WASHINGTON,STATE,MEASLES,1261,42.86
196219,WA,WASHINGTON,STATE,MEASLES,1279,43.47
196220,WA,WASHINGTON,STATE,MEASLES,842,28.62
196221,WA,WASHINGTON,STATE,MEASLES,798,27.12
196222,WA,WASHINGTON,STATE,MEASLES,948,32.22
196223,WA,WASHINGTON,STATE,MEASLES,634,21.55
196224,WA,WASHINGTON,STATE,MEASLES,236,8.02
196225,WA,WASHINGTON,STATE,MEASLES,106,3.6
196226,WA,WASHINGTON,STATE,MEASLES,252,8.57
196227,WA,WASHINGTON,STATE,MEASLES,43,1.46
196228,WA,WASHINGTON,STATE,MEASLES,67,2.28
196229,WA,WASHINGTON,STATE,MEASLES,31,1.05
196230,WA,WASHINGTON,STATE,MEASLES,40,1.36
196231,WA,WASHINGTON,STATE,MEASLES,37,1.26
196232,WA,WASHINGTON,STATE,MEASLES,28,0.95
196233,WA,WASHINGTON,STATE,MEASLES,8,0.27
196234,WA,WASHINGTON,STATE,MEASLES,32,1.09
196235,WA,WASHINGTON,STATE,MEASLES,6,0.2
196236,WA,WASHINGTON,STATE,MEASLES,13,0.44
196237,WA,WASHINGTON,STATE,MEASLES,30,1.02
196238,WA,WASHINGTON,STATE,MEASLES,35,1.19
196239,WA,WASHINGTON,STATE,MEASLES,45,1.53
196240,WA,WASHINGTON,STATE,MEASLES,37,1.26
196241,WA,WASHINGTON,STATE,MEASLES,58,1.97
196242,WA,WASHINGTON,STATE,MEASLES,115,3.91
196243,WA,WASHINGTON,STATE,MEASLES,105,3.57
196245,WA,WASHINGTON,STATE,MEASLES,116,3.94
196246,WA,WASHINGTON,STATE,MEASLES,117,3.98
196247,WA,WASHINGTON,STATE,MEASLES,108,3.67
196248,WA,WASHINGTON,STATE,MEASLES,142,4.83
196249,WA,WASHINGTON,STATE,MEASLES,150,5.1
196250,WA,WASHINGTON,STATE,MEASLES,141,4.79
196251,WA,WASHINGTON,STATE,MEASLES,84,2.86
196252,WA,WASHINGTON,STATE,MEASLES,46,1.56
196301,WA,WASHINGTON,STATE,MEASLES,56,1.9
196303,WA,WASHINGTON,STATE,MEASLES,167,5.65
196304,WA,WASHINGTON,STATE,MEASLES,160,5.41
196305,WA,WASHINGTON,STATE,MEASLES,161,5.45
196307,WA,WASHINGTON,STATE,MEASLES,167,5.65
196308,WA,WASHINGTON,STATE,MEASLES,147,4.97
196310,WA,WASHINGTON,STATE,MEASLES,203,6.87
196311,WA,WASHINGTON,STATE,MEASLES,225,7.61
196313,WA,WASHINGTON,STATE,MEASLES,249,8.43
196314,WA,WASHINGTON,STATE,MEASLES,173,5.85
196315,WA,WASHINGTON,STATE,MEASLES,163,5.52
196316,WA,WASHINGTON,STATE,MEASLES,271,9.17
196317,WA,WASHINGTON,STATE,MEASLES,206,6.97
196319,WA,WASHINGTON,STATE,MEASLES,185,6.26
196320,WA,WASHINGTON,STATE,MEASLES,211,7.14
196321,WA,WASHINGTON,STATE,MEASLES,159,5.38
196322,WA,WASHINGTON,STATE,MEASLES,75,2.54
196323,WA,WASHINGTON,STATE,MEASLES,158,5.35
196324,WA,WASHINGTON,STATE,MEASLES,41,1.39
196325,WA,WASHINGTON,STATE,MEASLES,84,2.84
196326,WA,WASHINGTON,STATE,MEASLES,40,1.35
196327,WA,WASHINGTON,STATE,MEASLES,17,0.58
196328,WA,WASHINGTON,STATE,MEASLES,33,1.12
196329,WA,WASHINGTON,STATE,MEASLES,38,1.29
196330,WA,WASHINGTON,STATE,MEASLES,34,1.15
196331,WA,WASHINGTON,STATE,MEASLES,24,0.81
196332,WA,WASHINGTON,STATE,MEASLES,15,0.51
196333,WA,WASHINGTON,STATE,MEASLES,8,0.27
196334,WA,WASHINGTON,STATE,MEASLES,13,0.44
196335,WA,WASHINGTON,STATE,MEASLES,2,0.07
196336,WA,WASHINGTON,STATE,MEASLES,6,0.2
196337,WA,WASHINGTON,STATE,MEASLES,9,0.3
196338,WA,WASHINGTON,STATE,MEASLES,17,0.58
196339,WA,WASHINGTON,STATE,MEASLES,20,0.68
196340,WA,WASHINGTON,STATE,MEASLES,28,0.95
196341,WA,WASHINGTON,STATE,MEASLES,32,1.08
196342,WA,WASHINGTON,STATE,MEASLES,26,0.88
196343,WA,WASHINGTON,STATE,MEASLES,79,2.67
196344,WA,WASHINGTON,STATE,MEASLES,50,1.69
196345,WA,WASHINGTON,STATE,MEASLES,84,2.84
196346,WA,WASHINGTON,STATE,MEASLES,129,4.37
196347,WA,WASHINGTON,STATE,MEASLES,85,2.88
196348,WA,WASHINGTON,STATE,MEASLES,195,6.6
196349,WA,WASHINGTON,STATE,MEASLES,157,5.31
196350,WA,WASHINGTON,STATE,MEASLES,88,2.98
196351,WA,WASHINGTON,STATE,MEASLES,183,6.19
196352,WA,WASHINGTON,STATE,MEASLES,260,8.8
196401,WA,WASHINGTON,STATE,MEASLES,99,3.34
196402,WA,WASHINGTON,STATE,MEASLES,457,15.43
196403,WA,WASHINGTON,STATE,MEASLES,512,17.29
196404,WA,WASHINGTON,STATE,MEASLES,387,13.07
196405,WA,WASHINGTON,STATE,MEASLES,164,5.54
196406,WA,WASHINGTON,STATE,MEASLES,436,14.72
196407,WA,WASHINGTON,STATE,MEASLES,690,23.3
196408,WA,WASHINGTON,STATE,MEASLES,813,27.46
196409,WA,WASHINGTON,STATE,MEASLES,391,13.2
196410,WA,WASHINGTON,STATE,MEASLES,702,23.71
196411,WA,WASHINGTON,STATE,MEASLES,975,32.93
196412,WA,WASHINGTON,STATE,MEASLES,926,31.27
196413,WA,WASHINGTON,STATE,MEASLES,680,22.97
196414,WA,WASHINGTON,STATE,MEASLES,1067,36.04
196415,WA,WASHINGTON,STATE,MEASLES,798,26.95
196416,WA,WASHINGTON,STATE,MEASLES,1263,42.65
196417,WA,WASHINGTON,STATE,MEASLES,1311,44.28
196419,WA,WASHINGTON,STATE,MEASLES,1506,50.86
196420,WA,WASHINGTON,STATE,MEASLES,1339,45.22
196421,WA,WASHINGTON,STATE,MEASLES,1333,45.02
196422,WA,WASHINGTON,STATE,MEASLES,1089,36.78
196423,WA,WASHINGTON,STATE,MEASLES,829,28
196424,WA,WASHINGTON,STATE,MEASLES,398,13.44
196425,WA,WASHINGTON,STATE,MEASLES,245,8.27
196426,WA,WASHINGTON,STATE,MEASLES,85,2.87
196427,WA,WASHINGTON,STATE,MEASLES,70,2.36
196428,WA,WASHINGTON,STATE,MEASLES,31,1.05
196429,WA,WASHINGTON,STATE,MEASLES,18,0.61
196430,WA,WASHINGTON,STATE,MEASLES,14,0.47
196431,WA,WASHINGTON,STATE,MEASLES,8,0.27
196432,WA,WASHINGTON,STATE,MEASLES,9,0.3
196433,WA,WASHINGTON,STATE,MEASLES,8,0.27
196434,WA,WASHINGTON,STATE,MEASLES,2,0.07
196435,WA,WASHINGTON,STATE,MEASLES,1,0.03
196436,WA,WASHINGTON,STATE,MEASLES,7,0.24
196437,WA,WASHINGTON,STATE,MEASLES,25,0.84
196438,WA,WASHINGTON,STATE,MEASLES,15,0.51
196439,WA,WASHINGTON,STATE,MEASLES,27,0.91
196440,WA,WASHINGTON,STATE,MEASLES,28,0.95
196441,WA,WASHINGTON,STATE,MEASLES,48,1.62
196442,WA,WASHINGTON,STATE,MEASLES,51,1.72
196443,WA,WASHINGTON,STATE,MEASLES,56,1.89
196445,WA,WASHINGTON,STATE,MEASLES,70,2.36
196446,WA,WASHINGTON,STATE,MEASLES,109,3.68
196447,WA,WASHINGTON,STATE,MEASLES,129,4.36
196448,WA,WASHINGTON,STATE,MEASLES,98,3.31
196449,WA,WASHINGTON,STATE,MEASLES,90,3.04
196450,WA,WASHINGTON,STATE,MEASLES,162,5.47
196451,WA,WASHINGTON,STATE,MEASLES,362,12.23
196452,WA,WASHINGTON,STATE,MEASLES,45,1.52
196501,WA,WASHINGTON,STATE,MEASLES,5,0.17
196502,WA,WASHINGTON,STATE,MEASLES,136,4.58
196503,WA,WASHINGTON,STATE,MEASLES,184,6.2
196504,WA,WASHINGTON,STATE,MEASLES,298,10.04
196505,WA,WASHINGTON,STATE,MEASLES,209,7.04
196506,WA,WASHINGTON,STATE,MEASLES,110,3.71
196507,WA,WASHINGTON,STATE,MEASLES,505,17.02
196508,WA,WASHINGTON,STATE,MEASLES,246,8.29
196509,WA,WASHINGTON,STATE,MEASLES,349,11.76
196510,WA,WASHINGTON,STATE,MEASLES,387,13.04
196511,WA,WASHINGTON,STATE,MEASLES,421,14.19
196512,WA,WASHINGTON,STATE,MEASLES,383,12.91
196513,WA,WASHINGTON,STATE,MEASLES,398,13.41
196514,WA,WASHINGTON,STATE,MEASLES,312,10.52
196515,WA,WASHINGTON,STATE,MEASLES,407,13.72
196516,WA,WASHINGTON,STATE,MEASLES,450,15.17
196517,WA,WASHINGTON,STATE,MEASLES,324,10.92
196518,WA,WASHINGTON,STATE,MEASLES,644,21.71
196519,WA,WASHINGTON,STATE,MEASLES,312,10.52
196520,WA,WASHINGTON,STATE,MEASLES,283,9.54
